pm_full,pm_last,household_id,household_position,actual_date,contact_method,owner_full,owner_last
Fundraiser I,I,10375,SP,11/2/1998,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,10/27/1998,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,10/23/1998,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,SP,10/23/1998,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,SP,9/11/1998,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,9/1/1998,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser I,I,10375,SP,8/20/1998,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/18/1998,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/18/1998,Phone Call,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/7/1998,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/7/1998,Phone Call,Other Fundraiser,Other
Fundraiser I,I,10375,PR,5/6/1998,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,5/6/1998,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,4/2/1998,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,1/28/1998,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,1/20/1998,Phone Call,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/8/1997,Action,Other Fundraiser,Other
Fundraiser I,I,10375,SP,9/25/1997,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,9/10/1997,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/26/1997,Phone Call,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/14/1997,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/11/1997,Action,Other Fundraiser,Other
Fundraiser I,I,10375,SP,8/11/1997,Action,Other Fundraiser,Other
Fundraiser I,I,10375,PR,7/17/1997,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,7/15/1997,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,6/25/1997,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,6/4/1997,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,6/2/1997,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,4/17/1997,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,4/16/1997,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,4/7/1997,Phone Call,Other Fundraiser,Other
Fundraiser I,I,10375,PR,4/2/1997,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,2/21/1997,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,SP,2/12/1997,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,1/29/1997,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,1/21/1997,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,11/13/1996,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,10/23/1996,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,PR,8/1/1996,Phone Call,Other Fundraiser,Other
Fundraiser I,I,10375,PR,7/19/1996,Personal Visit,Other Fundraiser,Other
Fundraiser I,I,10375,SP,4/24/1996,Phone Call,Other Fundraiser,Other
Fundraiser I,I,10375,PR,1/23/1996,Action,Other Fundraiser,Other
Fundraiser I,I,10375,SP,1/23/1996,Action,Other Fundraiser,Other
Fundraiser I,I,10375,PR,12/8/1995,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,12/8/1995,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,PR,2/28/1995,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser I,I,10375,PR,2/22/1995,Mail,Other Fundraiser,Other
Fundraiser I,I,10375,SP,2/22/1995,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/25/2019,Mail,Fundraiser G,G
Fundraiser F,F,10376,PR,10/15/2019,Mail,Fundraiser G,G
Fundraiser F,F,10376,PR,9/20/2019,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/5/2019,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,7/9/2019,Personal Visit,Fundraiser F,F
Fundraiser F,F,10376,PR,6/21/2019,E-mail,Fundraiser I,I
Fundraiser F,F,10376,PR,4/4/2019,SMU Event,Other Fundraiser,Other
Fundraiser F,F,10376,SP,4/4/2019,SMU Event,Other Fundraiser,Other
Fundraiser F,F,10376,PR,2/6/2019,Mail,Fundraiser G,G
Fundraiser F,F,10376,PR,2/2/2019,Invitation,Fundraiser F,F
Fundraiser F,F,10376,PR,12/18/2018,E-mail,Fundraiser G,G
Fundraiser F,F,10376,PR,10/26/2018,Mail,Fundraiser G,G
Fundraiser F,F,10376,PR,10/19/2018,Personal Visit,Fundraiser G,G
Fundraiser F,F,10376,PR,3/6/2018,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,2/13/2018,Personal Visit,Fundraiser F,F
Fundraiser F,F,10376,PR,1/8/2018,Event,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/13/2017,Event,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/7/2017,SMU Event,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/7/2017,SMU Event,Other Fundraiser,Other
Fundraiser F,F,10376,PR,3/15/2017,E-mail,Fundraiser F,F
Fundraiser F,F,10376,PR,1/25/2017,Personal Visit,Fundraiser F,F
Fundraiser F,F,10376,SP,11/7/2016,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/14/2016,Event,Other Fundraiser,Other
Fundraiser F,F,10376,SP,11/19/2015,Event,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/11/2015,Personal Visit,Fundraiser F,F
Fundraiser F,F,10376,SP,10/15/2015,Event,Other Fundraiser,Other
Fundraiser F,F,10376,SP,9/2/2015,Event,Other Fundraiser,Other
Fundraiser F,F,10376,PR,7/17/2015,Event,Other Fundraiser,Other
Fundraiser F,F,10376,SP,7/17/2015,Event,Other Fundraiser,Other
Fundraiser F,F,10376,SP,7/17/2014,Event,Other Fundraiser,Other
Fundraiser F,F,10376,PR,7/7/2014,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,7/7/2014,Task,Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/11/2014,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/3/2014,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/30/2014,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/23/2014,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/13/2013,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/1/2013,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,5/31/2013,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/1/2012,Task,Other Fundraiser,Other
Fundraiser F,F,10376,PR,7/30/2012,Task,Other Fundraiser,Other
Fundraiser F,F,10376,SP,7/30/2012,Task,Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/1/2012,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,6/1/2012,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,5/22/2012,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/18/2012,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/15/2011,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,11/3/2011,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/1/2011,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/19/2010,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/15/2010,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,10/19/2010,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,10/19/2010,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,10/5/2010,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/9/2010,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/30/2010,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/30/2010,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,7/30/2010,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/30/2010,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/7/2010,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser F,F,10376,PR,2/10/2010,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/2/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,12/2/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/25/2009,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/25/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,9/25/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/18/2009,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/25/2009,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/18/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/15/2009,Event,Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/5/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,6/5/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,5/15/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,5/15/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,5/14/2009,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser F,F,10376,PR,5/5/2009,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/28/2009,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/9/2009,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser F,F,10376,PR,3/17/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,3/17/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,3/3/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,3/3/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,2/6/2009,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,2/6/2009,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,2/4/2009,Event,Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/18/2008,Event,Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/15/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/20/2008,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/13/2008,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser F,F,10376,PR,10/24/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/23/2008,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/8/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/5/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,9/5/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/28/2008,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/1/2008,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,7/28/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,7/28/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/11/2008,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,5/23/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,5/23/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,5/7/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,5/7/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,5/6/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,2/21/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,2/21/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,2/19/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,1/9/2008,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/31/2007,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/13/2007,Event,Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/5/2007,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/21/2007,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,11/21/2007,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/20/2007,Event,Other Fundraiser,Other
Fundraiser F,F,10376,PR,10/12/2007,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,10/9/2007,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,10/8/2007,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/28/2007,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/26/2007,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,5/18/2007,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/24/2007,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,2/1/2007,Action,Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/10/2006,Event,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/28/2006,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,10/19/2006,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/1/2006,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,8/18/2006,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/10/2006,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,7/19/2006,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/13/2006,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/3/2006,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/23/2005,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/20/2005,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/5/2005,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/3/2005,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/3/2005,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/9/2005,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser F,F,10376,SP,7/29/2005,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,7/29/2005,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,7/29/2005,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,7/1/2005,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/10/2005,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/8/2005,E-mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/8/2005,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/3/2005,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/12/2005,Action,Other Fundraiser,Other
Fundraiser F,F,10376,PR,1/28/2005,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,1/20/2005,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/12/2004,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/12/2004,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,12/12/2004,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,12/12/2004,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/7/2004,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/3/2004,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,8/2/2004,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,7/27/2004,Action,Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/14/2004,Action,Other Fundraiser,Other
Fundraiser F,F,10376,PR,5/19/2004,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/26/2004,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/25/2004,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/20/2004,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/19/2004,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/13/2004,Action,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/11/2003,Action,Other Fundraiser,Other
Fundraiser F,F,10376,SP,11/11/2003,Action,Other Fundraiser,Other
Fundraiser F,F,10376,PR,10/24/2003,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/26/2003,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/3/2003,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/17/2001,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/17/2001,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,2/5/2001,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/30/2000,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,SP,11/30/2000,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/20/2000,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,9/16/2000,Action,Other Fundraiser,Other
Fundraiser F,F,10376,PR,3/19/1999,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,2/12/1999,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/9/1998,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/24/1998,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/24/1998,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/3/1998,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,SP,11/3/1998,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,10/23/1998,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/18/1998,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/7/1998,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/7/1998,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,6/22/1998,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,5/6/1998,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,5/6/1998,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/21/1998,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/2/1998,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,3/23/1998,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,2/17/1998,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,1/28/1998,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/18/1997,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,12/3/1997,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/14/1997,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,8/11/1997,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,7/30/1997,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,7/17/1997,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,7/15/1997,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,1/29/1997,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,1/15/1997,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,9/9/1996,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,SP,9/9/1996,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,SP,7/31/1996,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,SP,7/15/1996,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,4/17/1996,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,SP,4/17/1996,Personal Visit,Other Fundraiser,Other
Fundraiser F,F,10376,PR,3/6/1996,Phone Call,Other Fundraiser,Other
Fundraiser F,F,10376,PR,1/2/1996,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,1/2/1996,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,11/17/1995,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,SP,11/17/1995,Mail,Other Fundraiser,Other
Fundraiser F,F,10376,PR,,Personal Visit,Fundraiser G,G
Fundraiser A,A,10377,PR,11/20/2019,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser A,A,10377,PR,11/7/2019,E-mail,Other Fundraiser,Other
Fundraiser A,A,10377,PR,9/10/2019,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser A,A,10377,PR,7/18/2019,Event,Other Fundraiser,Other
Fundraiser A,A,10377,SP,7/18/2019,Event,Other Fundraiser,Other
Fundraiser A,A,10377,PR,5/21/2019,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser A,A,10377,PR,1/31/2019,E-mail,Fundraiser A,A
Fundraiser A,A,10377,PR,1/26/2019,Event,Other Fundraiser,Other
Fundraiser A,A,10377,SP,1/26/2019,Event,Other Fundraiser,Other
Fundraiser A,A,10377,PR,12/5/2018,Event,Other Fundraiser,Other
Fundraiser A,A,10377,PR,10/2/2018,Committee/Board Meeting,Fundraiser A,A
Fundraiser A,A,10377,PR,8/21/2018,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser A,A,10377,PR,8/13/2018,Event,Other Fundraiser,Other
Fundraiser A,A,10377,SP,8/13/2018,Event,Other Fundraiser,Other
Fundraiser A,A,10377,PR,8/7/2018,E-mail,Fundraiser A,A
Fundraiser A,A,10377,PR,7/19/2018,Event,Other Fundraiser,Other
Fundraiser A,A,10377,SP,7/19/2018,Event,Other Fundraiser,Other
Fundraiser A,A,10377,PR,5/22/2018,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser A,A,10377,PR,5/17/2018,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser A,A,10377,PR,5/16/2018,E-mail,Fundraiser A,A
Fundraiser A,A,10377,PR,3/19/2018,E-mail,Fundraiser A,A
Fundraiser A,A,10377,PR,3/9/2018,E-mail,Fundraiser A,A
Fundraiser A,A,10377,PR,3/5/2018,E-mail,Fundraiser A,A
Fundraiser A,A,10377,PR,1/23/2018,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser A,A,10377,PR,12/13/2017,E-mail,Fundraiser A,A
Fundraiser A,A,10377,PR,12/1/2017,Mail,Other Fundraiser,Other
Fundraiser A,A,10377,SP,12/1/2017,Mail,Other Fundraiser,Other
Fundraiser A,A,10377,PR,11/16/2017,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser A,A,10377,PR,11/13/2017,Event,Other Fundraiser,Other
Fundraiser A,A,10377,PR,10/13/2017,Mail,Other Fundraiser,Other
Fundraiser A,A,10377,PR,9/20/2017,E-mail,Fundraiser A,A
Fundraiser A,A,10377,PR,9/12/2017,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser A,A,10377,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser A,A,10377,SP,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser A,A,10377,PR,8/29/2017,E-mail,Fundraiser A,A
Fundraiser A,A,10377,PR,7/20/2017,Event,Other Fundraiser,Other
Fundraiser A,A,10377,SP,7/20/2017,Event,Other Fundraiser,Other
Fundraiser A,A,10377,PR,6/29/2017,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10377,PR,5/23/2017,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser A,A,10377,PR,5/16/2017,Event,Other Fundraiser,Other
Fundraiser A,A,10377,PR,5/10/2017,E-mail,Fundraiser A,A
Fundraiser A,A,10377,PR,3/10/2017,Personal Visit,Fundraiser A,A
Fundraiser A,A,10377,PR,12/19/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10377,SP,12/19/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10377,PR,11/15/2016,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser A,A,10377,PR,9/13/2016,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser A,A,10377,PR,8/30/2016,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser A,A,10377,PR,8/16/2016,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10377,PR,7/14/2016,Event,Other Fundraiser,Other
Fundraiser A,A,10377,SP,7/14/2016,Event,Other Fundraiser,Other
Fundraiser A,A,10377,PR,5/24/2016,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser A,A,10377,PR,2/22/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10377,SP,2/22/2016,Mail,Other Fundraiser,Other
Fundraiser A,A,10377,PR,2/17/2016,Event,Other Fundraiser,Other
Fundraiser A,A,10377,PR,2/10/2016,Personal Visit,Other Fundraiser,Other
